country_code,smr_key,criterion_id,family,criterion_name,mean_abs_rank_change,importance_score,pairs_compared,eligible_pair_count,small_n
SK,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-04,HI,External fires,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-06,HI,Military installations,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,5,5,False
SK,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-10,NH,Extreme winds,0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,5,5,False
SK,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-02,NS,Grid connection (detailed),0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,5,5,False
SK,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),0.0,0.0,5,5,False
SK,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.0,0.0,5,5,False
TR,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),9.6364,0.0876,110,110,False
TR,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",8.6,0.0782,110,110,False
TR,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),5.8545,0.0532,110,110,False
TR,nuscale_voygr6,NS-04,NS,Site topography / grading,5.7455,0.0522,110,110,False
TR,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),5.5636,0.0506,110,110,False
TR,nuscale_voygr6,NS-02,NS,Grid connection (detailed),5.2545,0.0478,110,110,False
TR,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,4.2182,0.0383,110,110,False
TR,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,4.2182,0.0383,110,110,False
TR,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),4.0727,0.037,110,110,False
TR,nuscale_voygr6,EP-03,EP,Physical-geography constraints,4.0182,0.0365,110,110,False
TR,nuscale_voygr6,HI-06,HI,Military installations,3.6364,0.0331,110,110,False
TR,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",3.3818,0.0307,110,110,False
TR,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),3.3636,0.0306,110,110,False
TR,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,3.0364,0.0276,110,110,False
TR,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),2.4,0.0218,110,110,False
TR,nuscale_voygr6,NH-10,NH,Extreme winds,2.3636,0.0215,110,110,False
TR,nuscale_voygr6,RI-03,RI,Groundwater dispersion,1.7273,0.0157,110,110,False
TR,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",1.6182,0.0147,110,110,False
TR,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,1.5091,0.0137,110,110,False
TR,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",1.1818,0.0107,110,110,False
TR,nuscale_voygr6,HI-07,HI,Electromagnetic interference,1.1273,0.0102,110,110,False
TR,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.8909,0.0081,110,110,False
TR,nuscale_voygr6,NH-09,NH,River flooding,0.2545,0.0023,110,110,False
TR,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.0909,0.0008,110,110,False
TR,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.0909,0.0008,110,110,False
TR,nuscale_voygr6,HI-04,HI,External fires,0.0727,0.0007,110,110,False
TR,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,110,110,False
TR,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,110,110,False
TR,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,110,110,False
TR,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,110,110,False
TR,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,110,110,False
TR,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,110,110,False
TR,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,110,110,False
TR,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,110,110,False
TR,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,110,110,False
UA,nuscale_voygr6,RI-05,RI,Distance to large population centres (>50 k),1.5,0.075,20,20,False
UA,nuscale_voygr6,NS-02,NS,Grid connection (detailed),1.2,0.06,20,20,False
UA,nuscale_voygr6,HI-01,HI,Aircraft crash hazard,1.0,0.05,20,20,False
UA,nuscale_voygr6,RI-04,RI,Population density (EPZ rings),0.7,0.035,20,20,False
UA,nuscale_voygr6,EP-02,EP,Evacuation routes (road network),0.6,0.03,20,20,False
UA,nuscale_voygr6,EP-04,EP,"Special populations (hospitals, prisons, care homes)",0.6,0.03,20,20,False
UA,nuscale_voygr6,EP-03,EP,Physical-geography constraints,0.5,0.025,20,20,False
UA,nuscale_voygr6,HI-06,HI,Military installations,0.5,0.025,20,20,False
UA,nuscale_voygr6,NS-04,NS,Site topography / grading,0.5,0.025,20,20,False
UA,nuscale_voygr6,RI-03,RI,Groundwater dispersion,0.5,0.025,20,20,False
UA,nuscale_voygr6,NH-01,NH,Seismic ground motion (PGA),0.3,0.015,20,20,False
UA,nuscale_voygr6,NH-05,NH,Subsidence / karst / mining / oil & gas,0.3,0.015,20,20,False
UA,nuscale_voygr6,NH-11,NH,"Extreme precipitation (rain, snow, drought)",0.3,0.015,20,20,False
UA,nuscale_voygr6,NH-12,NH,Extreme temperatures,0.3,0.015,20,20,False
UA,nuscale_voygr6,NS-01,NS,Cooling water / ultimate heat sink,0.3,0.015,20,20,False
UA,nuscale_voygr6,NH-06,NH,"Foundation conditions (bearing, bedrock, groundwater)",0.2,0.01,20,20,False
UA,nuscale_voygr6,NS-03,NS,Transport access (heavy haul road / rail / port),0.2,0.01,20,20,False
UA,nuscale_voygr6,HI-02,HI,Industrial explosions (Seveso / IED),0.1,0.005,20,20,False
UA,nuscale_voygr6,HI-03,HI,Toxic / gas releases,0.1,0.005,20,20,False
UA,nuscale_voygr6,HI-04,HI,External fires,0.1,0.005,20,20,False
UA,nuscale_voygr6,NH-08,NH,"Coastal flooding (storm surge, tsunami)",0.1,0.005,20,20,False
UA,nuscale_voygr6,NH-10,NH,Extreme winds,0.1,0.005,20,20,False
UA,nuscale_voygr6,NS-05,NS,Land availability / ownership / zoning,0.1,0.005,20,20,False
UA,nuscale_voygr6,RI-06,RI,Population projections (60-yr design life),0.1,0.005,20,20,False
UA,nuscale_voygr6,BF-02,BF,Land / nuclear-island footprint,0.0,0.0,20,20,False
UA,nuscale_voygr6,EP-05,EP,Concurrent-hazard impact on EP,0.0,0.0,20,20,False
UA,nuscale_voygr6,HI-05,HI,Transport hazards (hazmat road / rail / pipe),0.0,0.0,20,20,False
UA,nuscale_voygr6,HI-07,HI,Electromagnetic interference,0.0,0.0,20,20,False
UA,nuscale_voygr6,HI-08,HI,Other nuclear installations,0.0,0.0,20,20,False
UA,nuscale_voygr6,NH-09,NH,River flooding,0.0,0.0,20,20,False
UA,nuscale_voygr6,NH-13,NH,Forest / wildfire,0.0,0.0,20,20,False
UA,nuscale_voygr6,NH-14,NH,Combined hazards,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-06,NS,Existing infrastructure reuse,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-07,NS,Environmental impact (non-radiological),0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-09,NS,Socioeconomic impact,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-10,NS,Workforce availability,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-11,NS,Coal-to-nuclear synergies,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-12,NS,Regulatory / political environment,0.0,0.0,20,20,False
UA,nuscale_voygr6,NS-13,NS,Construction logistics,0.0,0.0,20,20,False
UA,nuscale_voygr6,RI-01,RI,"Atmospheric dispersion (wind, stability, BLH)",0.0,0.0,20,20,False
UA,nuscale_voygr6,RI-02,RI,Surface water dispersion,0.0,0.0,20,20,False
