criterion_a,criterion_b,pearson,spearman,max_abs,n_pairs,flagged
HI-08,NS-03,0.0,0.0,0.0,2904,False
HI-08,NS-04,0.0,0.0,0.0,2904,False
HI-08,NS-05,0.0,0.0,0.0,2904,False
HI-08,NS-06,0.0,0.0,0.0,2904,False
HI-08,NS-07,0.0,0.0,0.0,2904,False
HI-08,NS-08,0.0,0.0,0.0,2904,False
HI-08,NS-09,0.0,0.0,0.0,2904,False
HI-08,NS-10,0.0,0.0,0.0,2904,False
HI-08,NS-11,0.0,0.0,0.0,2904,False
HI-08,NH-03,0.0,0.0,0.0,2904,False
HI-08,NH-01,0.0,0.0,0.0,2904,False
HI-07,NH-10,0.0,0.0,0.0,2904,False
HI-07,NS-07,0.0,0.0,0.0,2904,False
HI-07,NH-11,0.0,0.0,0.0,2904,False
HI-07,NH-12,0.0,0.0,0.0,2904,False
HI-07,NH-13,0.0,0.0,0.0,2904,False
HI-07,NH-14,0.0,0.0,0.0,2904,False
HI-07,NS-01,0.0,0.0,0.0,2904,False
HI-07,NS-02,0.0,0.0,0.0,2904,False
HI-07,NS-03,0.0,0.0,0.0,2904,False
HI-07,NS-04,0.0,0.0,0.0,2904,False
HI-07,NS-05,0.0,0.0,0.0,2904,False
HI-07,NS-06,0.0,0.0,0.0,2904,False
HI-07,NS-08,0.0,0.0,0.0,2904,False
HI-07,RI-06,0.0,0.0,0.0,2904,False
HI-07,NS-09,0.0,0.0,0.0,2904,False
HI-07,NS-10,0.0,0.0,0.0,2904,False
HI-07,NS-11,0.0,0.0,0.0,2904,False
HI-07,NS-12,0.0,0.0,0.0,2904,False
HI-07,NS-13,0.0,0.0,0.0,2904,False
HI-07,RI-01,0.0,0.0,0.0,2904,False
HI-07,RI-02,0.0,0.0,0.0,2904,False
HI-07,RI-03,0.0,0.0,0.0,2904,False
HI-07,RI-04,0.0,0.0,0.0,2904,False
HI-07,RI-05,0.0,0.0,0.0,2904,False
HI-05,NH-11,0.0,0.0,0.0,2904,False
HI-05,NH-10,0.0,0.0,0.0,2904,False
HI-05,NH-09,0.0,0.0,0.0,2904,False
HI-02,NH-10,0.0,0.0,0.0,2904,False
HI-01,NS-13,0.0,0.0,0.0,2904,False
HI-01,RI-01,0.0,0.0,0.0,2904,False
HI-01,RI-03,0.0,0.0,0.0,2904,False
HI-01,RI-05,0.0,0.0,0.0,2904,False
HI-02,HI-05,0.0,0.0,0.0,2904,False
HI-02,HI-07,0.0,0.0,0.0,2904,False
HI-02,HI-08,0.0,0.0,0.0,2904,False
HI-02,NH-07,0.0,0.0,0.0,2904,False
HI-02,NH-08,0.0,0.0,0.0,2904,False
HI-02,NH-09,0.0,0.0,0.0,2904,False
HI-02,NH-11,0.0,0.0,0.0,2904,False
HI-01,NS-11,0.0,0.0,0.0,2904,False
HI-02,NH-13,0.0,0.0,0.0,2904,False
HI-02,NH-14,0.0,0.0,0.0,2904,False
HI-02,NS-06,0.0,0.0,0.0,2904,False
HI-02,NS-07,0.0,0.0,0.0,2904,False
HI-02,NS-09,0.0,0.0,0.0,2904,False
HI-02,NS-10,0.0,0.0,0.0,2904,False
HI-02,NS-11,0.0,0.0,0.0,2904,False
HI-02,NS-12,0.0,0.0,0.0,2904,False
HI-02,NS-13,0.0,0.0,0.0,2904,False
HI-02,RI-01,0.0,0.0,0.0,2904,False
HI-01,NS-12,0.0,0.0,0.0,2904,False
HI-01,NS-10,0.0,0.0,0.0,2904,False
HI-05,NH-08,0.0,0.0,0.0,2904,False
HI-01,HI-05,0.0,0.0,0.0,2904,False
EP-05,NS-10,0.0,0.0,0.0,2904,False
EP-05,NS-11,0.0,0.0,0.0,2904,False
EP-05,NS-12,0.0,0.0,0.0,2904,False
EP-05,NS-13,0.0,0.0,0.0,2904,False
EP-05,RI-01,0.0,0.0,0.0,2904,False
EP-05,RI-02,0.0,0.0,0.0,2904,False
EP-05,RI-03,0.0,0.0,0.0,2904,False
EP-05,RI-04,0.0,0.0,0.0,2904,False
EP-05,RI-05,0.0,0.0,0.0,2904,False
EP-05,RI-06,0.0,0.0,0.0,2904,False
HI-01,HI-07,0.0,0.0,0.0,2904,False
HI-01,NS-09,0.0,0.0,0.0,2904,False
HI-01,HI-08,0.0,0.0,0.0,2904,False
HI-01,NH-07,0.0,0.0,0.0,2904,False
HI-01,NH-08,0.0,0.0,0.0,2904,False
HI-01,NH-09,0.0,0.0,0.0,2904,False
HI-01,NH-10,0.0,0.0,0.0,2904,False
HI-01,NH-11,0.0,0.0,0.0,2904,False
HI-01,NH-13,0.0,0.0,0.0,2904,False
HI-01,NH-14,0.0,0.0,0.0,2904,False
HI-01,NS-06,0.0,0.0,0.0,2904,False
HI-01,NS-07,0.0,0.0,0.0,2904,False
HI-02,RI-03,0.0,0.0,0.0,2904,False
HI-02,RI-05,0.0,0.0,0.0,2904,False
HI-03,HI-05,0.0,0.0,0.0,2904,False
HI-04,RI-03,0.0,0.0,0.0,2904,False
HI-04,NH-13,0.0,0.0,0.0,2904,False
HI-04,NH-14,0.0,0.0,0.0,2904,False
HI-04,NS-06,0.0,0.0,0.0,2904,False
HI-04,NS-07,0.0,0.0,0.0,2904,False
HI-04,NS-09,0.0,0.0,0.0,2904,False
HI-04,NS-10,0.0,0.0,0.0,2904,False
HI-04,NS-11,0.0,0.0,0.0,2904,False
HI-04,NS-12,0.0,0.0,0.0,2904,False
HI-04,NS-13,0.0,0.0,0.0,2904,False
HI-04,RI-01,0.0,0.0,0.0,2904,False
HI-04,RI-05,0.0,0.0,0.0,2904,False
HI-03,HI-07,0.0,0.0,0.0,2904,False
HI-05,HI-06,0.0,0.0,0.0,2904,False
HI-05,HI-07,0.0,0.0,0.0,2904,False
HI-05,HI-08,0.0,0.0,0.0,2904,False
HI-05,NH-01,0.0,0.0,0.0,2904,False
HI-05,NH-02,0.0,0.0,0.0,2904,False
HI-05,NH-03,0.0,0.0,0.0,2904,False
HI-05,NH-04,0.0,0.0,0.0,2904,False
HI-05,NH-05,0.0,0.0,0.0,2904,False
HI-05,NH-06,0.0,0.0,0.0,2904,False
HI-05,NH-07,0.0,0.0,0.0,2904,False
HI-04,NH-11,0.0,0.0,0.0,2904,False
HI-04,NH-10,0.0,0.0,0.0,2904,False
HI-04,NH-09,0.0,0.0,0.0,2904,False
HI-04,NH-08,0.0,0.0,0.0,2904,False
HI-03,HI-08,0.0,0.0,0.0,2904,False
HI-03,NH-07,0.0,0.0,0.0,2904,False
HI-03,NH-08,0.0,0.0,0.0,2904,False
HI-03,NH-09,0.0,0.0,0.0,2904,False
HI-03,NH-11,0.0,0.0,0.0,2904,False
HI-03,NH-13,0.0,0.0,0.0,2904,False
HI-03,NH-14,0.0,0.0,0.0,2904,False
HI-03,NS-06,0.0,0.0,0.0,2904,False
HI-03,NS-07,0.0,0.0,0.0,2904,False
HI-03,NS-09,0.0,0.0,0.0,2904,False
HI-03,NS-10,0.0,0.0,0.0,2904,False
HI-03,NS-11,0.0,0.0,0.0,2904,False
HI-03,NS-12,0.0,0.0,0.0,2904,False
HI-03,NS-13,0.0,0.0,0.0,2904,False
HI-03,RI-01,0.0,0.0,0.0,2904,False
HI-03,RI-03,0.0,0.0,0.0,2904,False
HI-03,RI-05,0.0,0.0,0.0,2904,False
HI-04,HI-05,0.0,0.0,0.0,2904,False
HI-04,HI-07,0.0,0.0,0.0,2904,False
HI-04,HI-08,0.0,0.0,0.0,2904,False
HI-04,NH-07,0.0,0.0,0.0,2904,False
RI-05,RI-06,0.0,0.0,0.0,2904,False
