country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
CZ,nuscale_voygr6,w_NH_minus_20,weight,2fe0a0b3-4108-427e-8e54-f77e1ea7227c,3,3,0,6.939,6.865,-0.07399999999999984,29,False
BG,nuscale_voygr6,w_NH_minus_20,weight,30c9e377-b575-46fa-880f-922c46e6500a,1,1,0,7.102,7.025,-0.07699999999999996,7,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,32484f7b-18a4-4b21-8e6a-6d68ae099d02,5,5,0,6.85,6.791,-0.058999999999999275,29,False
BG,nuscale_voygr6,w_NH_minus_20,weight,33a015dd-51e0-497e-b0d3-4b1b3f070438,6,6,0,5.792,5.662,-0.1299999999999999,7,False
BA,nuscale_voygr6,w_NH_minus_20,weight,344e0e9a-558e-4749-bb66-cd746be50cbd,5,5,0,5.556,5.423,-0.133,5,False
RO,nuscale_voygr6,w_NH_minus_20,weight,345fb795-170a-4fb5-833c-f6bcf2eb450c,1,1,0,7.633,7.59,-0.04300000000000015,21,False
HU,nuscale_voygr6,w_NH_minus_20,weight,34d88ce8-d49c-4b19-af2d-6efcb1b72149,11,10,-1,5.308,5.201,-0.1070000000000002,11,False
UA,nuscale_voygr6,w_NH_minus_20,weight,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,14,14,0,6.017,5.904,-0.11300000000000043,20,False
ME,nuscale_voygr6,w_NH_minus_20,weight,3795824b-cb76-48dd-a65c-764c757ddc76,1,1,0,5.242,5.155,-0.08699999999999974,1,True
TR,nuscale_voygr6,w_NH_minus_20,weight,381221dd-76da-4adf-9b19-5da9f0779c22,80,82,2,6.109,6.028,-0.0810000000000004,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,3819acc8-761d-49ba-89e7-967d3d37ec0e,98,96,-2,5.851,5.796,-0.054999999999999716,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,399668d6-bfed-4e5b-bf38-9ee5902101c3,57,58,1,5.597,5.444,-0.15300000000000047,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,3a06636d-c742-4b72-b9cd-21a4537c331b,84,79,-5,6.073,6.047,-0.02600000000000069,110,False
BG,nuscale_voygr6,w_NH_minus_20,weight,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,3,3,0,6.891,6.826,-0.06500000000000039,7,False
UA,nuscale_voygr6,w_NH_minus_20,weight,3bd2a957-ff3b-4bfd-9dba-808279edccb9,18,18,0,5.739,5.6,-0.13900000000000023,20,False
RO,nuscale_voygr6,w_NH_minus_20,weight,3bef37a3-239e-498d-a160-77452a6a9b79,20,20,0,5.442,5.303,-0.13900000000000023,21,False
PL,nuscale_voygr6,w_NH_minus_20,weight,3d2d4c37-eb9d-4b35-a8b1-b3f485bc3e3f,32,33,1,6.146,6.002,-0.14400000000000013,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,3e5f4317-6f40-44fb-bfa2-e21dc4d9922d,34,34,0,6.618,6.583,-0.03500000000000014,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,3f1ad930-cffb-4991-badd-773db74b890c,43,43,0,6.569,6.505,-0.06400000000000006,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,40650551-0c9c-45ea-bac6-befdb0cb5909,31,32,1,6.19,6.028,-0.1620000000000008,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,409dde58-5df1-44d9-b5ec-f8e2edd86786,35,37,2,6.12,5.974,-0.1459999999999999,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,40b4334a-7ba4-4ed8-aa8e-3c405599fbd7,45,46,1,5.891,5.709,-0.18200000000000038,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,30,31,1,6.198,6.063,-0.13500000000000068,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,42d5b3fd-7d07-409b-9154-4441695b7901,67,67,0,6.241,6.153,-0.08800000000000008,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,43e5b2b4-2ccf-46ab-b01e-e3d480146455,27,26,-1,5.551,5.468,-0.08300000000000018,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,43f99d45-6635-4392-a522-4a06445fdaf2,39,40,1,6.576,6.525,-0.05099999999999927,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,4411a22e-4e8a-4715-b000-1aae34494b68,8,9,1,7.088,6.988,-0.09999999999999964,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,44362378-9c74-44af-8a08-be4877f50e97,92,90,-2,5.977,5.901,-0.07600000000000051,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,44698c12-3c50-4602-8104-dafa5fd215b6,56,54,-2,6.435,6.388,-0.04699999999999971,110,False
UA,nuscale_voygr6,w_NH_minus_20,weight,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,10,12,2,6.304,6.185,-0.11900000000000066,20,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,44d40276-5847-41d1-ab9b-887bbdc1bcfe,22,22,0,5.823,5.671,-0.15200000000000014,29,False
UA,nuscale_voygr6,w_NH_minus_20,weight,46b96bc3-b190-4045-9c86-eb674e2ea35e,8,7,-1,6.426,6.359,-0.06700000000000017,20,False
PL,nuscale_voygr6,w_NH_minus_20,weight,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,46,44,-2,5.886,5.751,-0.1349999999999998,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,48149515-0774-404d-b273-790b660a8d90,44,44,0,6.555,6.505,-0.04999999999999982,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,24,24,0,6.745,6.692,-0.052999999999999936,110,False
UA,nuscale_voygr6,w_NH_minus_20,weight,4e45df00-0d28-44d0-9697-3fa33d76fc88,11,9,-2,6.278,6.201,-0.07699999999999996,20,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,4eb7914c-e000-403c-b5a5-c350de67bb83,23,23,0,5.728,5.59,-0.1379999999999999,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,5067ece3-b204-495e-81c1-90a523252547,103,103,0,5.776,5.669,-0.1070000000000002,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,52028d4f-7796-4463-832e-cff2e439c96a,82,81,-1,6.102,6.033,-0.06899999999999995,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,52a7babe-313f-493b-86b9-bd0c4aece4c3,5,5,0,6.597,6.505,-0.09200000000000053,21,False
PL,nuscale_voygr6,w_NH_minus_20,weight,52db4dae-b014-45a4-96c4-49f80c1fdd11,6,6,0,7.125,7.045,-0.08000000000000007,61,False
AT,nuscale_voygr6,w_NH_minus_20,weight,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,4,4,0,6.562,6.43,-0.13200000000000056,6,False
TR,nuscale_voygr6,w_NH_minus_20,weight,53481b7f-5b85-4bab-be04-4866c2e72c12,108,108,0,5.5,5.438,-0.06200000000000028,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,558e7bff-5b5d-4666-9ca3-ec02f2269aab,2,2,0,7.314,7.245,-0.06899999999999995,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,55cfe45b-6357-40f9-8623-e9916f91f839,22,21,-1,6.781,6.731,-0.04999999999999982,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,56b8e2a3-1885-431f-9fd1-4cd3bebfad61,32,29,-3,6.664,6.648,-0.016000000000000014,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,57c0c830-725f-46ee-9322-0a4a3ad9efda,5,5,0,7.107,7.079,-0.02800000000000047,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,72,72,0,6.19,6.127,-0.06300000000000061,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,16,16,0,5.925,5.817,-0.10799999999999965,21,False
PL,nuscale_voygr6,w_NH_minus_20,weight,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,61,61,0,5.458,5.31,-0.14800000000000058,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,5b6be56c-d981-470c-a979-13a8764a34b8,91,91,0,5.982,5.891,-0.09100000000000019,110,False
RS,nuscale_voygr6,w_NH_minus_20,weight,5d4aee8d-9e73-4987-907a-d092e0ba92ed,5,5,0,6.524,6.448,-0.07599999999999962,6,False
HU,nuscale_voygr6,w_NH_minus_20,weight,5de5f907-98e7-42d3-a7dd-cb65f839697b,3,3,0,6.873,6.786,-0.08700000000000063,11,False
UA,nuscale_voygr6,w_NH_minus_20,weight,5ed0a674-a292-44bc-997f-5c1990da1235,2,2,0,6.966,6.887,-0.07900000000000063,20,False
TR,nuscale_voygr6,w_NH_minus_20,weight,5ed91c1b-0a1b-4a4c-9b2b-f6bdc8ff9770,102,99,-3,5.79,5.728,-0.06200000000000028,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,5f4ed23c-cea2-41ef-a3e8-ac863e1bdcd6,15,13,-2,6.293,6.264,-0.028999999999999915,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,16,17,1,6.847,6.797,-0.05000000000000071,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,60baaa73-dd8c-4865-bb18-6c73d63a4052,10,10,0,6.49,6.401,-0.08900000000000041,29,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,63601ccc-3f20-4cbd-95cb-0fbeaf821c6a,11,11,0,6.469,6.386,-0.08300000000000018,29,False
HU,nuscale_voygr6,w_NH_minus_20,weight,651839d3-4e8f-4214-89aa-1f96ea221121,7,7,0,5.981,5.901,-0.08000000000000007,11,False
AT,nuscale_voygr6,w_NH_minus_20,weight,660d9d71-6733-4294-951b-1c58614d58cf,2,2,0,7.101,7.002,-0.0990000000000002,6,False
PL,nuscale_voygr6,w_NH_minus_20,weight,66bdc30c-4179-480b-a55a-5d15be5ac66b,21,21,0,6.636,6.509,-0.12699999999999978,61,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,66c3f077-1ee6-41d7-8e6c-da374bb45139,28,27,-1,5.551,5.448,-0.10299999999999976,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,674deb4f-110c-4120-bea0-5f0711da3ea1,12,11,-1,6.891,6.864,-0.027000000000000135,110,False
BY,nuscale_voygr6,w_NH_minus_20,weight,68aabff9-e662-4b9f-b37d-4c2ebc5f7539,2,2,0,6.399,6.237,-0.16199999999999992,2,True
RO,nuscale_voygr6,w_NH_minus_20,weight,693d9b73-f9fc-4502-9b94-be020c5d21fb,4,4,0,6.679,6.603,-0.07600000000000051,21,False
RO,nuscale_voygr6,w_NH_minus_20,weight,6aed2eac-1c97-40c5-b842-fb15fd510f35,9,9,0,6.149,6.077,-0.07200000000000006,21,False
RO,nuscale_voygr6,w_NH_minus_20,weight,6c428b2a-ad09-448b-b24c-22465929d69c,19,19,0,5.458,5.34,-0.11800000000000033,21,False
TR,nuscale_voygr6,w_NH_minus_20,weight,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,8,8,0,7.031,6.967,-0.06400000000000006,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,57,55,-2,6.435,6.388,-0.04699999999999971,110,False
AT,nuscale_voygr6,w_NH_minus_20,weight,6e7fc4d8-636d-411a-baef-e138a5a07acc,5,5,0,6.513,6.428,-0.08499999999999996,6,False
BG,nuscale_voygr6,w_NH_minus_20,weight,704ef487-f600-4f23-b06e-a0f81b627597,7,7,0,5.646,5.514,-0.13199999999999967,7,False
UA,nuscale_voygr6,w_NH_minus_20,weight,70781f2c-24c2-486c-8b32-310c36ba1238,17,15,-2,5.887,5.81,-0.07699999999999996,20,False
UA,nuscale_voygr6,w_NH_minus_20,weight,725406d6-860f-4ca0-9c6a-425675bac381,7,8,1,6.44,6.352,-0.08800000000000008,20,False
TR,nuscale_voygr6,w_NH_minus_20,weight,737b6d06-1d0c-4ae6-9683-ab3fea192b32,86,84,-2,6.062,6.011,-0.051000000000000156,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,60,60,0,5.51,5.39,-0.1200000000000001,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,75,74,-1,6.145,6.096,-0.04899999999999949,110,False
MK,nuscale_voygr6,w_NH_minus_20,weight,756218bb-3f16-443e-b6c6-400cd0ce2f87,3,3,0,5.294,5.171,-0.12299999999999933,3,False
TR,nuscale_voygr6,w_NH_minus_20,weight,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,73,73,0,6.176,6.099,-0.07699999999999996,110,False
SK,nuscale_voygr6,w_NH_minus_20,weight,770f1d3c-e5fd-493c-a376-e708d2abec6c,2,2,0,6.864,6.838,-0.0259999999999998,5,False
TR,nuscale_voygr6,w_NH_minus_20,weight,772e2484-419b-47de-9739-924ac371ad10,61,62,1,6.409,6.32,-0.08899999999999952,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,778e0750-19f9-426e-a6c7-e0e30645fb97,3,3,0,7.198,7.148,-0.05000000000000071,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,7a805295-0cd2-48be-972e-5282c996549c,58,56,-2,6.435,6.388,-0.04699999999999971,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,104,104,0,5.766,5.645,-0.12100000000000044,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,30,32,2,6.672,6.625,-0.04699999999999971,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,7fc17ab0-ce24-4830-a938-b8424d1e9368,13,13,0,6.957,6.863,-0.09399999999999942,61,False
BA,nuscale_voygr6,w_NH_minus_20,weight,82011c29-a3d3-4a81-a27b-019d2649a251,1,3,2,5.907,5.777,-0.1299999999999999,5,False
RO,nuscale_voygr6,w_NH_minus_20,weight,825dc024-9a53-4237-bf59-cbe0af0cf87d,10,10,0,6.082,5.964,-0.11799999999999944,21,False
TR,nuscale_voygr6,w_NH_minus_20,weight,82aac38c-3037-466c-9b37-bff9da707645,40,36,-4,6.573,6.55,-0.023000000000000576,110,False
MK,nuscale_voygr6,w_NH_minus_20,weight,83d3abe4-2049-47ad-a66b-46034edb7569,2,2,0,5.827,5.665,-0.16199999999999992,3,False
UA,nuscale_voygr6,w_NH_minus_20,weight,83fede8b-5f92-429d-920d-9a8928a74780,4,3,-1,6.697,6.645,-0.05200000000000049,20,False
RO,nuscale_voygr6,w_NH_minus_20,weight,8781d874-5923-4795-9c9f-b2a6c709025a,17,17,0,5.811,5.709,-0.10200000000000031,21,False
TR,nuscale_voygr6,w_NH_minus_20,weight,8a5dc384-e272-41ed-9868-a0686ac3fc7e,33,30,-3,6.664,6.648,-0.016000000000000014,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,24,24,0,6.425,6.323,-0.10199999999999942,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,8b16dc60-1a2b-4b2c-bcad-1c334d246ae3,65,65,0,6.288,6.215,-0.0730000000000004,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,8dd46a05-6e0c-4009-90ad-bd5909c25622,90,92,2,5.984,5.874,-0.11000000000000032,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,43,43,0,5.925,5.754,-0.17100000000000026,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,8e485f8a-5c68-4541-ab1d-77783f6fcb2d,17,17,0,6.762,6.691,-0.07099999999999973,61,False
HU,nuscale_voygr6,w_NH_minus_20,weight,903d6b94-cd9d-4c32-b7e2-4bbfbee929df,5,5,0,6.338,6.274,-0.06400000000000006,11,False
AT,nuscale_voygr6,w_NH_minus_20,weight,90820fe3-9889-4faf-9906-7c528f8d7bc5,6,6,0,6.399,6.282,-0.11699999999999999,6,False
TR,nuscale_voygr6,w_NH_minus_20,weight,9163ca37-1b31-409d-974f-9e7ed5e5f33d,55,59,4,6.445,6.359,-0.0860000000000003,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,917008f5-fba1-4ef7-b82d-9aded2b69267,16,16,0,6.812,6.709,-0.10300000000000065,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,91f28dbb-16bd-449b-a20a-dc2b70cf2e66,69,69,0,6.206,6.144,-0.06200000000000028,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,94a5c55f-c499-41b1-81da-deaa36686399,21,22,1,6.803,6.727,-0.07599999999999962,110,False
UA,nuscale_voygr6,w_NH_minus_20,weight,95872473-c476-4ceb-bcf5-54cfdf415e42,19,19,0,5.574,5.45,-0.12399999999999967,20,False
RO,nuscale_voygr6,w_NH_minus_20,weight,958e4d82-853a-41f1-a442-94b4c4314221,2,2,0,7.272,7.232,-0.040000000000000036,21,False
TR,nuscale_voygr6,w_NH_minus_20,weight,96129c93-83a6-4b1c-929b-bfccba86a796,70,70,0,6.204,6.142,-0.06199999999999939,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,9699244b-14c0-4e27-afd1-105494fccd60,38,42,4,6.584,6.52,-0.06400000000000006,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,97ed917e-acfa-4002-be89-4ec44972ab45,21,21,0,5.85,5.706,-0.14399999999999924,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,98019711-a8c3-424a-870e-00d4fea75ed1,88,88,0,6.036,5.934,-0.10199999999999942,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,9825e28e-fd6e-460d-9caf-0342563f9060,6,6,0,6.422,6.341,-0.08099999999999952,21,False
RS,nuscale_voygr6,w_NH_minus_20,weight,993ccce2-d5e1-498d-827d-8dbfeb42582b,3,3,0,6.584,6.492,-0.09199999999999964,6,False
HU,nuscale_voygr6,w_NH_minus_20,weight,997474f6-9bfd-4abd-a2ac-d8618db8f0b4,1,1,0,7.568,7.543,-0.024999999999999467,11,False
AT,nuscale_voygr6,w_NH_minus_20,weight,99d712ac-7993-4186-8a0e-2e88bae7e90f,3,3,0,6.646,6.597,-0.04899999999999949,6,False
TR,nuscale_voygr6,w_NH_minus_20,weight,9a6447f2-2887-4cce-a115-dc773d7f6eb1,48,49,1,6.511,6.442,-0.06899999999999995,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,9c4291f1-173b-467e-ae26-8cb01312c605,8,9,1,6.66,6.548,-0.1120000000000001,29,False
TR,nuscale_voygr6,w_NH_minus_20,weight,9eb693f6-6994-4937-bc4d-e8213baa5d47,29,31,2,6.702,6.647,-0.054999999999999716,110,False
BG,nuscale_voygr6,w_NH_minus_20,weight,a064c7ae-e699-4a94-a18c-79bdfe42bce3,4,4,0,6.83,6.755,-0.07500000000000018,7,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a19228ce-f25a-4ffd-a249-9d01403e6b81,11,11,0,7.045,6.943,-0.10200000000000031,61,False
BA,nuscale_voygr6,w_NH_minus_20,weight,a23d073a-cbbd-469a-b134-380945fd3f4c,4,4,0,5.84,5.759,-0.08099999999999952,5,False
SK,nuscale_voygr6,w_NH_minus_20,weight,a2d8261c-3d08-4015-946c-47dbddbd0b98,5,5,0,5.565,5.448,-0.11699999999999999,5,False
TR,nuscale_voygr6,w_NH_minus_20,weight,a4af3789-2c40-41fc-a3ec-3b8d2fc6c645,62,60,-2,6.389,6.339,-0.04999999999999982,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,a4fa3246-27d6-4740-898c-bdf9dadcb88c,13,15,2,6.014,5.865,-0.14900000000000002,21,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a55e3643-8ed4-434b-b14f-2d549d09c0d9,20,20,0,6.642,6.529,-0.11300000000000043,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,a6478cb9-5b8c-4d64-bbe6-3d3ed6a3da2c,7,7,0,7.061,7.016,-0.04499999999999993,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a67255dd-8134-418e-9377-e28516c53722,27,28,1,6.361,6.209,-0.15200000000000014,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,29,29,0,6.211,6.096,-0.11500000000000021,61,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,a6bf9980-016e-47ea-b40a-82e384a9eb43,26,29,3,5.578,5.43,-0.14800000000000058,29,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,a733fc13-11a4-4722-b62d-85c85a4f8ef3,12,12,0,6.419,6.38,-0.0389999999999997,29,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,42,42,0,5.951,5.781,-0.16999999999999993,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,58,57,-1,5.591,5.475,-0.11600000000000055,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,a96dc545-41a9-4b0d-a7a3-f40ef711e5e3,45,45,0,6.555,6.489,-0.06599999999999984,110,False
BA,nuscale_voygr6,w_NH_minus_20,weight,aa0bdb5e-45aa-4d15-8aee-cb5b0e14f5d9,3,1,-2,5.901,5.861,-0.040000000000000036,5,False
TR,nuscale_voygr6,w_NH_minus_20,weight,aa336cdc-f6fe-4b08-b46d-69e852c501bf,41,38,-3,6.573,6.534,-0.03900000000000059,110,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,aa38441d-aec7-4ae9-b4c3-68c5bf567db3,19,19,0,6.122,6.01,-0.1120000000000001,29,False
HR,nuscale_voygr6,w_NH_minus_20,weight,ab151830-e5bd-46de-8400-01aa4c165366,1,1,0,6.433,6.419,-0.014000000000000234,1,True
PL,nuscale_voygr6,w_NH_minus_20,weight,ab57f5c3-8699-46f9-970f-3007dfc58af4,23,25,2,6.463,6.317,-0.1459999999999999,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,ad0c8590-c672-43f2-a813-1217a10f7d2d,1,1,0,7.473,7.443,-0.03000000000000025,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,ad7a9c00-0c75-411f-8f89-859e603df1e6,54,54,0,5.695,5.527,-0.16800000000000015,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,adeb10a5-aaae-4e2c-b426-3db1c3d9bd5b,71,71,0,6.191,6.128,-0.06299999999999972,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,aff5ffe6-fe7a-4de7-afad-9d4645a64cd9,8,8,0,6.201,6.097,-0.1039999999999992,21,False
BG,nuscale_voygr6,w_NH_minus_20,weight,b01fe781-dbc7-40f8-a544-946288020042,2,2,0,7.01,6.955,-0.054999999999999716,7,False
CZ,nuscale_voygr6,w_NH_minus_20,weight,b0ba194f-3c80-4725-b1e7-fa5277b38833,6,6,0,6.748,6.662,-0.0860000000000003,29,False
PL,nuscale_voygr6,w_NH_minus_20,weight,b24c9876-5a4d-4b83-b442-af2f4b0d1047,50,50,0,5.744,5.599,-0.14499999999999957,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,5,5,0,7.192,7.099,-0.09299999999999997,61,False
MD,nuscale_voygr6,w_NH_minus_20,weight,b3eb5dd2-98cf-40c4-b9ee-2a86fd066093,1,1,0,6.456,6.361,-0.09500000000000064,1,True
TR,nuscale_voygr6,w_NH_minus_20,weight,b588126a-42d6-49dc-b227-9283af5a2578,25,25,0,6.745,6.692,-0.052999999999999936,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,b5a75ec8-a2fe-42ad-b33e-ea32e20ebdfb,51,51,0,6.467,6.395,-0.07200000000000006,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,b5ff798e-e059-4d8b-a903-00a1fefc62ab,26,26,0,6.745,6.692,-0.052999999999999936,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,b789a244-7d29-4be3-afe4-2f45d7f11eab,52,51,-1,5.718,5.586,-0.13199999999999967,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,b8875ff2-9e9d-4520-8879-c71468e9cc50,60,61,1,6.413,6.334,-0.07900000000000063,110,False
PL,nuscale_voygr6,w_NH_minus_20,weight,b8a00967-90a3-4a4e-9979-6b8651d87380,33,30,-3,6.146,6.066,-0.08000000000000007,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,b8bc6544-1571-4906-95e0-314d62c78a24,10,10,0,7.055,6.954,-0.10099999999999998,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,bac4a081-83dc-4aba-8076-b67bfc55f54c,106,107,1,5.617,5.485,-0.13199999999999967,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,bfadbe66-971d-4f64-b222-604a7ee6ac6b,28,28,0,6.715,6.677,-0.038000000000000256,110,False
RO,nuscale_voygr6,w_NH_minus_20,weight,c3790475-3d3b-4e2b-92ae-24503fe03e6b,7,7,0,6.237,6.134,-0.10299999999999976,21,False
PL,nuscale_voygr6,w_NH_minus_20,weight,c39819ef-6798-4c01-9a82-9eead65b5f56,26,26,0,6.381,6.23,-0.1509999999999998,61,False
PL,nuscale_voygr6,w_NH_minus_20,weight,c42c5942-264d-43a1-a9eb-95b00480eb1a,49,48,-1,5.756,5.627,-0.12900000000000045,61,False
UA,nuscale_voygr6,w_NH_minus_20,weight,c47eb6a3-49c1-4879-95b6-9bcd53b7af04,5,5,0,6.617,6.583,-0.03399999999999981,20,False
PL,nuscale_voygr6,w_NH_minus_20,weight,c4d7f628-c108-4496-ac02-6076ea3ae448,38,38,0,6.068,5.958,-0.10999999999999943,61,False
TR,nuscale_voygr6,w_NH_minus_20,weight,c657c5c3-38a2-472d-8962-9e7cefcd2c1e,10,10,0,6.908,6.866,-0.0420000000000007,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,c6b846cb-3a01-4e17-9d51-da4b58fd1827,101,101,0,5.794,5.706,-0.08799999999999919,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,c7afd455-7beb-4d23-8d3b-e9a102782d2b,107,106,-1,5.558,5.494,-0.06400000000000006,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,c8e1cc12-080a-4e01-925d-8fd6e4334856,97,95,-2,5.863,5.808,-0.055000000000000604,110,False
RS,nuscale_voygr6,w_NH_minus_20,weight,c8f15aca-174b-4be6-a6d9-abfa4685d10d,4,4,0,6.562,6.469,-0.09299999999999997,6,False
SK,nuscale_voygr6,w_NH_minus_20,weight,c97125b3-20ed-4e21-a853-b928644ec7dd,1,1,0,7.02,6.958,-0.06199999999999939,5,False
TR,nuscale_voygr6,w_NH_minus_20,weight,c9c85786-eb26-4e7b-b280-83a54b7e834f,47,46,-1,6.527,6.485,-0.041999999999999815,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,ca423571-d2ab-44d4-b5ce-3e649d9cc776,74,78,4,6.175,6.055,-0.1200000000000001,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,cb08e7b6-0af3-45d9-95c3-3832e7e2677c,13,13,0,6.878,6.83,-0.04800000000000004,110,False
TR,nuscale_voygr6,w_NH_minus_20,weight,cb825b0f-e315-4221-b194-43d5b472382d,83,86,3,6.088,5.989,-0.0990000000000002,110,False
