country_code,smr_key,weight_profile,scenario_family,site_id,baseline_national_rank,scenario_national_rank,rank_delta,baseline_score,scenario_score,score_delta,eligible_pair_count,small_n
CZ,nuscale_voygr6,mc_50000,mc_summary,1c059a42-608c-4753-8fcf-ba797d94f900,24,22,-2,5.809,5.695,-0.11399999999999988,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,1ce7624e-1d72-4293-8ff4-09096b56ddd2,115,115,0,5.394,5.089,-0.3049999999999997,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,1d19dce6-c458-4656-901d-6a8d3c548761,12,8,-4,6.934,6.69,-0.24399999999999977,61,False
RO,nuscale_voygr6,mc_50000,mc_summary,1d8be6d0-f3a5-4b32-9d46-3526289731f8,22,20,-2,5.391,5.422,0.030999999999999694,22,False
TR,nuscale_voygr6,mc_50000,mc_summary,1f305180-6bbf-4758-9a98-78bc9e96e195,97,99,2,5.971,5.57,-0.4009999999999998,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,202d797d-b0f9-4cd0-bbac-d7bb06805c09,39,37,-2,5.969,5.808,-0.16100000000000048,61,False
CZ,nuscale_voygr6,mc_50000,mc_summary,20bce4f5-ca0b-4145-87e5-0a0694343f31,17,21,4,6.201,5.725,-0.476,29,False
CZ,nuscale_voygr6,mc_50000,mc_summary,20c9d02d-e9e8-40b3-a11e-7a2e01018d8c,13,14,1,6.438,6.023,-0.41500000000000004,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,21ccc44f-3244-4e7f-9654-eae424288200,83,91,8,6.201,5.672,-0.5289999999999999,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,225656d9-8709-4c2f-9992-1e4f20a6fce8,28,13,-15,6.862,6.578,-0.2839999999999998,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,231565d3-4f56-43ee-a357-1f4451c6fbc3,49,56,7,6.562,5.972,-0.5899999999999999,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,2350bab4-9869-43f1-b62f-a4d5aea77ef5,66,81,15,6.306,5.763,-0.5430000000000001,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,5,9,4,7.191,6.674,-0.5169999999999995,61,False
CZ,nuscale_voygr6,mc_50000,mc_summary,274ec928-e527-44cf-86c5-b6eddc09d0f7,18,18,0,6.153,5.806,-0.34699999999999953,29,False
PL,nuscale_voygr6,mc_50000,mc_summary,27fc89b3-ee57-44ac-8073-a700bc8d12e8,54,54,0,5.653,5.482,-0.17099999999999937,61,False
CZ,nuscale_voygr6,mc_50000,mc_summary,287cbb48-bb08-40dd-82c5-cfe1530dfbb9,1,3,2,7.095,6.712,-0.383,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,28980273-0ba6-4c8c-b080-7ff9b33cc4c9,88,89,1,6.122,5.689,-0.43299999999999983,119,False
HU,nuscale_voygr6,mc_50000,mc_summary,28b36531-865d-42ae-afb3-b8bad86f7014,6,6,0,6.23,5.794,-0.43600000000000083,11,False
PL,nuscale_voygr6,mc_50000,mc_summary,29479c3f-8db8-4f62-90e8-59ad6739f90b,36,42,6,6.03,5.761,-0.26900000000000013,61,False
RS,nuscale_voygr6,mc_50000,mc_summary,296282b1-d079-4c1e-b2df-12c25128b963,1,7,6,6.753,6.085,-0.6680000000000001,7,False
PL,nuscale_voygr6,mc_50000,mc_summary,2981a12d-3444-4301-96ba-a63ef50bec3e,1,1,0,7.684,7.321,-0.36300000000000043,61,False
RO,nuscale_voygr6,mc_50000,mc_summary,29836b52-a882-4921-95a7-6417e636d9a2,5,4,-1,6.784,6.548,-0.23599999999999977,22,False
PL,nuscale_voygr6,mc_50000,mc_summary,29a58981-aaf7-4450-ad41-49dd6d786168,52,55,3,5.678,5.386,-0.2919999999999998,61,False
UA,nuscale_voygr6,mc_50000,mc_summary,29b3a802-7ef1-4722-ad59-b1511b1b0075,1,3,2,7.455,6.955,-0.5,20,False
TR,nuscale_voygr6,mc_50000,mc_summary,2a3aad60-2bff-4206-8275-f6e2029f9278,12,35,23,7.121,6.303,-0.8180000000000005,119,False
RS,nuscale_voygr6,mc_50000,mc_summary,2b03f2e2-64ac-4262-bbff-7a536bda5722,2,2,0,6.716,6.321,-0.39500000000000046,7,False
TR,nuscale_voygr6,mc_50000,mc_summary,2b6a65d3-efb0-44d8-b88b-9aad311f4ac4,14,26,12,7.107,6.361,-0.7460000000000004,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,2da9dab9-7b4e-46e7-b1c8-70eeb329c177,44,51,7,5.891,5.517,-0.37399999999999967,61,False
AT,nuscale_voygr6,mc_50000,mc_summary,2dcd2c6d-f375-4408-9492-7910662fac03,2,2,0,7.016,6.503,-0.5129999999999999,6,False
TR,nuscale_voygr6,mc_50000,mc_summary,2ec95392-978d-4a43-85b9-af3282c212ba,7,4,-3,7.276,6.81,-0.4660000000000002,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,2ed9363f-a9fe-46e5-8b92-c50b47a9077a,68,50,-18,6.299,6.099,-0.20000000000000018,119,False
BG,nuscale_voygr6,mc_50000,mc_summary,2fb27566-cc7b-4530-8ff9-e55e3a1985bd,6,6,0,6.578,6.538,-0.040000000000000036,8,False
CZ,nuscale_voygr6,mc_50000,mc_summary,2fe0a0b3-4108-427e-8e54-f77e1ea7227c,5,5,0,6.916,6.614,-0.3020000000000005,29,False
BG,nuscale_voygr6,mc_50000,mc_summary,30c9e377-b575-46fa-880f-922c46e6500a,2,3,1,7.428,6.805,-0.6230000000000002,8,False
CZ,nuscale_voygr6,mc_50000,mc_summary,32484f7b-18a4-4b21-8e6a-6d68ae099d02,4,4,0,6.931,6.629,-0.3020000000000005,29,False
BG,nuscale_voygr6,mc_50000,mc_summary,33a015dd-51e0-497e-b0d3-4b1b3f070438,8,8,0,5.875,5.732,-0.1429999999999998,8,False
BA,nuscale_voygr6,mc_50000,mc_summary,344e0e9a-558e-4749-bb66-cd746be50cbd,4,4,0,6.572,6.14,-0.4320000000000004,6,False
RO,nuscale_voygr6,mc_50000,mc_summary,345fb795-170a-4fb5-833c-f6bcf2eb450c,1,1,0,7.816,7.356,-0.45999999999999996,22,False
HU,nuscale_voygr6,mc_50000,mc_summary,34d88ce8-d49c-4b19-af2d-6efcb1b72149,11,10,-1,5.405,5.206,-0.19899999999999984,11,False
UA,nuscale_voygr6,mc_50000,mc_summary,3657989a-61ae-4fe3-9e8b-6ba7e68f8c59,10,11,1,6.616,6.328,-0.28799999999999937,20,False
ME,nuscale_voygr6,mc_50000,mc_summary,3795824b-cb76-48dd-a65c-764c757ddc76,1,2,1,6.023,5.52,-0.5030000000000001,2,True
TR,nuscale_voygr6,mc_50000,mc_summary,381221dd-76da-4adf-9b19-5da9f0779c22,42,37,-5,6.653,6.3,-0.35299999999999976,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,3819acc8-761d-49ba-89e7-967d3d37ec0e,61,67,6,6.344,5.879,-0.46500000000000075,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,399668d6-bfed-4e5b-bf38-9ee5902101c3,57,58,1,5.5,5.283,-0.21699999999999964,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,3a06636d-c742-4b72-b9cd-21a4537c331b,106,111,5,5.756,5.301,-0.45500000000000007,119,False
BG,nuscale_voygr6,mc_50000,mc_summary,3bb6666f-de2f-4c6f-a28e-c3bddb71b54a,4,5,1,7.009,6.603,-0.4060000000000006,8,False
TR,nuscale_voygr6,mc_50000,mc_summary,3bc834ed-5c2b-47d6-b555-2e20b9044053,55,53,-2,6.47,6.058,-0.4119999999999999,119,False
UA,nuscale_voygr6,mc_50000,mc_summary,3bd2a957-ff3b-4bfd-9dba-808279edccb9,14,17,3,6.192,5.924,-0.2679999999999998,20,False
RO,nuscale_voygr6,mc_50000,mc_summary,3bef37a3-239e-498d-a160-77452a6a9b79,20,22,2,5.463,5.171,-0.2919999999999998,22,False
PL,nuscale_voygr6,mc_50000,mc_summary,3d2d4c37-eb9d-4b35-a8b1-b3f485bc3e3f,28,28,0,6.291,5.952,-0.3390000000000004,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,3e5f4317-6f40-44fb-bfa2-e21dc4d9922d,76,65,-11,6.234,5.891,-0.34299999999999997,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,3f1ad930-cffb-4991-badd-773db74b890c,48,42,-6,6.572,6.195,-0.3769999999999998,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,40650551-0c9c-45ea-bac6-befdb0cb5909,40,38,-2,5.941,5.79,-0.1509999999999998,61,False
PL,nuscale_voygr6,mc_50000,mc_summary,409dde58-5df1-44d9-b5ec-f8e2edd86786,38,39,1,5.978,5.79,-0.18799999999999972,61,False
PL,nuscale_voygr6,mc_50000,mc_summary,40b4334a-7ba4-4ed8-aa8e-3c405599fbd7,31,35,4,6.141,5.846,-0.29499999999999993,61,False
PL,nuscale_voygr6,mc_50000,mc_summary,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,32,34,2,6.116,5.851,-0.2649999999999997,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,42d5b3fd-7d07-409b-9154-4441695b7901,74,60,-14,6.253,5.922,-0.3310000000000004,119,False
CZ,nuscale_voygr6,mc_50000,mc_summary,43e5b2b4-2ccf-46ab-b01e-e3d480146455,29,29,0,5.378,5.371,-0.006999999999999673,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,43f99d45-6635-4392-a522-4a06445fdaf2,6,16,10,7.328,6.554,-0.774,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,4411a22e-4e8a-4715-b000-1aae34494b68,19,16,-3,6.797,6.473,-0.32399999999999984,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,44362378-9c74-44af-8a08-be4877f50e97,108,105,-3,5.741,5.469,-0.27199999999999935,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,44698c12-3c50-4602-8104-dafa5fd215b6,98,95,-3,5.966,5.621,-0.34499999999999975,119,False
UA,nuscale_voygr6,mc_50000,mc_summary,447a9ea1-47fa-48a3-93f2-a77cbd629ac7,6,8,2,6.887,6.495,-0.39199999999999946,20,False
CZ,nuscale_voygr6,mc_50000,mc_summary,44d40276-5847-41d1-ab9b-887bbdc1bcfe,25,26,1,5.74,5.488,-0.2519999999999998,29,False
UA,nuscale_voygr6,mc_50000,mc_summary,46b96bc3-b190-4045-9c86-eb674e2ea35e,7,10,3,6.797,6.343,-0.45399999999999974,20,False
PL,nuscale_voygr6,mc_50000,mc_summary,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,50,44,-6,5.753,5.675,-0.07800000000000029,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,48149515-0774-404d-b273-790b660a8d90,37,23,-14,6.72,6.457,-0.2629999999999999,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,4b11cac9-4fe0-4a2a-9c09-4fe9a0ac6015,34,30,-4,6.722,6.316,-0.4060000000000006,119,False
UA,nuscale_voygr6,mc_50000,mc_summary,4e45df00-0d28-44d0-9697-3fa33d76fc88,9,7,-2,6.788,6.52,-0.2680000000000007,20,False
CZ,nuscale_voygr6,mc_50000,mc_summary,4eb7914c-e000-403c-b5a5-c350de67bb83,23,24,1,5.911,5.543,-0.36799999999999944,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,5067ece3-b204-495e-81c1-90a523252547,113,116,3,5.464,5.066,-0.3980000000000006,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,52028d4f-7796-4463-832e-cff2e439c96a,52,58,6,6.523,5.954,-0.569,119,False
RO,nuscale_voygr6,mc_50000,mc_summary,52a7babe-313f-493b-86b9-bd0c4aece4c3,4,3,-1,7.016,6.583,-0.43299999999999983,22,False
PL,nuscale_voygr6,mc_50000,mc_summary,52db4dae-b014-45a4-96c4-49f80c1fdd11,6,2,-4,7.184,7.007,-0.1770000000000005,61,False
AT,nuscale_voygr6,mc_50000,mc_summary,532bfb42-0d4c-42cf-a81a-287f2b3a75bf,3,3,0,6.616,6.387,-0.2290000000000001,6,False
TR,nuscale_voygr6,mc_50000,mc_summary,53481b7f-5b85-4bab-be04-4866c2e72c12,104,96,-8,5.812,5.598,-0.2140000000000004,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,558e7bff-5b5d-4666-9ca3-ec02f2269aab,8,3,-5,7.134,7.007,-0.12700000000000067,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,55cfe45b-6357-40f9-8623-e9916f91f839,27,25,-2,6.872,6.406,-0.4660000000000002,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,56b8e2a3-1885-431f-9fd1-4cd3bebfad61,46,46,0,6.584,6.154,-0.4299999999999997,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,57c0c830-725f-46ee-9322-0a4a3ad9efda,22,19,-3,6.938,6.473,-0.46499999999999986,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,5a19f424-1a15-44e6-bf1b-c2c5886ac1bf,53,48,-5,6.509,6.142,-0.367,119,False
RO,nuscale_voygr6,mc_50000,mc_summary,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,19,13,-6,5.903,5.962,0.05900000000000016,22,False
PL,nuscale_voygr6,mc_50000,mc_summary,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,59,61,2,5.341,5.154,-0.18700000000000028,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,5b6be56c-d981-470c-a979-13a8764a34b8,50,57,7,6.556,5.957,-0.5990000000000002,119,False
RS,nuscale_voygr6,mc_50000,mc_summary,5d4aee8d-9e73-4987-907a-d092e0ba92ed,5,3,-2,6.503,6.275,-0.22799999999999976,7,False
HU,nuscale_voygr6,mc_50000,mc_summary,5de5f907-98e7-42d3-a7dd-cb65f839697b,4,3,-1,6.778,6.528,-0.25,11,False
UA,nuscale_voygr6,mc_50000,mc_summary,5ed0a674-a292-44bc-997f-5c1990da1235,2,1,-1,7.372,7.048,-0.32399999999999984,20,False
TR,nuscale_voygr6,mc_50000,mc_summary,5ed91c1b-0a1b-4a4c-9b2b-f6bdc8ff9770,91,97,6,6.082,5.576,-0.5060000000000002,119,False
CZ,nuscale_voygr6,mc_50000,mc_summary,5f4ed23c-cea2-41ef-a3e8-ac863e1bdcd6,15,13,-2,6.339,6.131,-0.20800000000000018,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,5fa0dfa9-c272-444e-8e70-80ab55b5d36c,19,12,-7,7.009,6.588,-0.42100000000000026,119,False
CZ,nuscale_voygr6,mc_50000,mc_summary,60baaa73-dd8c-4865-bb18-6c73d63a4052,10,8,-2,6.648,6.391,-0.2569999999999997,29,False
CZ,nuscale_voygr6,mc_50000,mc_summary,63601ccc-3f20-4cbd-95cb-0fbeaf821c6a,11,12,1,6.51,6.199,-0.31099999999999994,29,False
HU,nuscale_voygr6,mc_50000,mc_summary,651839d3-4e8f-4214-89aa-1f96ea221121,7,7,0,5.967,5.702,-0.2649999999999997,11,False
AT,nuscale_voygr6,mc_50000,mc_summary,660d9d71-6733-4294-951b-1c58614d58cf,1,1,0,7.159,6.7,-0.45899999999999963,6,False
PL,nuscale_voygr6,mc_50000,mc_summary,66bdc30c-4179-480b-a55a-5d15be5ac66b,20,15,-5,6.775,6.546,-0.2290000000000001,61,False
CZ,nuscale_voygr6,mc_50000,mc_summary,66c3f077-1ee6-41d7-8e6c-da374bb45139,28,28,0,5.622,5.401,-0.22100000000000009,29,False
TR,nuscale_voygr6,mc_50000,mc_summary,674deb4f-110c-4120-bea0-5f0711da3ea1,5,7,2,7.347,6.72,-0.6270000000000007,119,False
BY,nuscale_voygr6,mc_50000,mc_summary,68aabff9-e662-4b9f-b37d-4c2ebc5f7539,2,2,0,6.991,6.422,-0.569,2,True
RO,nuscale_voygr6,mc_50000,mc_summary,693d9b73-f9fc-4502-9b94-be020c5d21fb,7,7,0,6.653,6.457,-0.19599999999999973,22,False
RO,nuscale_voygr6,mc_50000,mc_summary,6aed2eac-1c97-40c5-b842-fb15fd510f35,11,9,-2,6.266,6.306,0.040000000000000036,22,False
RO,nuscale_voygr6,mc_50000,mc_summary,6c428b2a-ad09-448b-b24c-22465929d69c,21,21,0,5.428,5.275,-0.15299999999999958,22,False
TR,nuscale_voygr6,mc_50000,mc_summary,6c9571c4-5d3b-4f88-a7be-fa8c21425eeb,3,3,0,7.38,6.866,-0.5140000000000002,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,6ddc2960-3d72-4d5f-b358-56d1c54f47e0,70,69,-1,6.278,5.874,-0.4039999999999999,119,False
AT,nuscale_voygr6,mc_50000,mc_summary,6e7fc4d8-636d-411a-baef-e138a5a07acc,5,4,-1,6.544,6.308,-0.23599999999999977,6,False
BG,nuscale_voygr6,mc_50000,mc_summary,704ef487-f600-4f23-b06e-a0f81b627597,7,7,0,5.878,5.841,-0.03699999999999992,8,False
UA,nuscale_voygr6,mc_50000,mc_summary,70781f2c-24c2-486c-8b32-310c36ba1238,15,13,-2,6.185,6.162,-0.022999999999999687,20,False
UA,nuscale_voygr6,mc_50000,mc_summary,725406d6-860f-4ca0-9c6a-425675bac381,11,9,-2,6.543,6.485,-0.05799999999999983,20,False
TR,nuscale_voygr6,mc_50000,mc_summary,737b6d06-1d0c-4ae6-9683-ab3fea192b32,60,63,3,6.355,5.907,-0.4480000000000004,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,73fe8f06-c53b-4877-9c1d-5caf3d8f2749,60,59,-1,5.332,5.265,-0.06700000000000017,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,746fc66e-d31f-4c5d-bf5c-ab5031b04b15,89,98,9,6.122,5.571,-0.5510000000000002,119,False
MK,nuscale_voygr6,mc_50000,mc_summary,756218bb-3f16-443e-b6c6-400cd0ce2f87,3,3,0,6.181,5.75,-0.43100000000000005,3,False
TR,nuscale_voygr6,mc_50000,mc_summary,75f807aa-8278-43a3-8654-730713b96001,58,55,-3,6.421,5.977,-0.44399999999999995,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,76cd9b7f-7613-4fd4-95ab-bf534a2e2f5e,85,100,15,6.153,5.556,-0.5969999999999995,119,False
SK,nuscale_voygr6,mc_50000,mc_summary,770f1d3c-e5fd-493c-a376-e708d2abec6c,1,1,0,7.022,6.735,-0.2869999999999999,5,False
TR,nuscale_voygr6,mc_50000,mc_summary,772e2484-419b-47de-9739-924ac371ad10,51,59,8,6.534,5.947,-0.5869999999999997,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,778e0750-19f9-426e-a6c7-e0e30645fb97,10,6,-4,7.185,6.75,-0.4349999999999996,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,7a805295-0cd2-48be-972e-5282c996549c,79,76,-3,6.216,5.823,-0.3929999999999998,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,7b4d3f8f-a644-48a3-93f9-cd3c154dc5c2,107,93,-14,5.747,5.639,-0.10799999999999965,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,7cc9cffa-e4e4-4546-902d-c8f4800dbdb2,29,36,7,6.815,6.303,-0.5120000000000005,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,7fc17ab0-ce24-4830-a938-b8424d1e9368,9,4,-5,7.116,6.79,-0.3259999999999996,61,False
BA,nuscale_voygr6,mc_50000,mc_summary,82011c29-a3d3-4a81-a27b-019d2649a251,6,6,0,5.934,5.689,-0.2450000000000001,6,False
RO,nuscale_voygr6,mc_50000,mc_summary,825dc024-9a53-4237-bf59-cbe0af0cf87d,6,8,2,6.703,6.311,-0.39200000000000035,22,False
TR,nuscale_voygr6,mc_50000,mc_summary,829f61ff-0ad1-4288-8dd9-e41abbd0b6a7,119,119,0,5.087,4.77,-0.31700000000000017,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,82aac38c-3037-466c-9b37-bff9da707645,87,79,-8,6.134,5.791,-0.34299999999999997,119,False
MK,nuscale_voygr6,mc_50000,mc_summary,83d3abe4-2049-47ad-a66b-46034edb7569,2,2,0,6.707,6.265,-0.44200000000000017,3,False
UA,nuscale_voygr6,mc_50000,mc_summary,83fede8b-5f92-429d-920d-9a8928a74780,4,4,0,7.166,6.642,-0.524,20,False
BA,nuscale_voygr6,mc_50000,mc_summary,85257083-08d1-4560-b198-a9df414da4a9,1,1,0,6.951,6.523,-0.42799999999999994,6,False
RO,nuscale_voygr6,mc_50000,mc_summary,8781d874-5923-4795-9c9f-b2a6c709025a,18,17,-1,5.941,5.821,-0.1200000000000001,22,False
TR,nuscale_voygr6,mc_50000,mc_summary,8782d6f2-5f9f-4c67-b9f2-6756857bd200,92,90,-2,6.062,5.679,-0.383,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,8a5dc384-e272-41ed-9868-a0686ac3fc7e,47,47,0,6.584,6.154,-0.4299999999999997,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,27,26,-1,6.297,6.109,-0.18799999999999972,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,8b16dc60-1a2b-4b2c-bcad-1c334d246ae3,102,110,8,5.841,5.318,-0.5230000000000006,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,8dd46a05-6e0c-4009-90ad-bd5909c25622,110,114,4,5.594,5.126,-0.46799999999999997,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,48,48,0,5.816,5.538,-0.2779999999999996,61,False
PL,nuscale_voygr6,mc_50000,mc_summary,8e485f8a-5c68-4541-ab1d-77783f6fcb2d,18,17,-1,6.806,6.406,-0.40000000000000036,61,False
HU,nuscale_voygr6,mc_50000,mc_summary,903d6b94-cd9d-4c32-b7e2-4bbfbee929df,5,5,0,6.641,6.085,-0.556,11,False
AT,nuscale_voygr6,mc_50000,mc_summary,90820fe3-9889-4faf-9906-7c528f8d7bc5,6,6,0,6.347,6.093,-0.25400000000000045,6,False
TR,nuscale_voygr6,mc_50000,mc_summary,9163ca37-1b31-409d-974f-9e7ed5e5f33d,80,74,-6,6.216,5.831,-0.3849999999999998,119,False
PL,nuscale_voygr6,mc_50000,mc_summary,917008f5-fba1-4ef7-b82d-9aded2b69267,4,10,6,7.222,6.664,-0.5580000000000007,61,False
TR,nuscale_voygr6,mc_50000,mc_summary,91f28dbb-16bd-449b-a20a-dc2b70cf2e66,94,92,-2,6.028,5.672,-0.35599999999999987,119,False
TR,nuscale_voygr6,mc_50000,mc_summary,94a5c55f-c499-41b1-81da-deaa36686399,18,15,-3,7.022,6.573,-0.44899999999999984,119,False
UA,nuscale_voygr6,mc_50000,mc_summary,95872473-c476-4ceb-bcf5-54cfdf415e42,19,20,1,5.921,5.718,-0.2030000000000003,20,False
RO,nuscale_voygr6,mc_50000,mc_summary,958e4d82-853a-41f1-a442-94b4c4314221,2,2,0,7.159,6.79,-0.3689999999999998,22,False
TR,nuscale_voygr6,mc_50000,mc_summary,96129c93-83a6-4b1c-929b-bfccba86a796,77,87,10,6.234,5.717,-0.5170000000000003,119,False
