country_code,site_name,site_id,nearest_airport_km,nearest_airport_name,nearest_airport_type,flight_path_distance_km,airport_count,hi01_quality,hi01_comment,nearest_seveso_km,nearest_industrial_km,hi02_quality,hi02_comment,nearest_toxic_source_km,hi03_quality,hi03_comment,nearest_flammable_storage_km,nearest_pipeline_km,hi04_quality,hi04_comment,hazmat_route_distance_km,hi05_quality,hi05_comment,nearest_military_km,nearest_military_name,military_count,hi06_quality,hi06_comment,nearest_transmitter_km,transmitter_type,transmitter_count,hi07_quality,hi07_comment,nearest_nuclear_km,nearest_nuclear_name,hi08_quality,hi08_comment,fetched_at,run_id,source_db,merge_run_id
PL,Chorzow Elcho power station,a91dfe3d-93e0-43a1-99d2-41abdd1fc2ce,8.95,Katowice-Muchowiec Airfield,small_airport,4.48,4,high,Nearest: Katowice-Muchowiec Airfield (small_airport) at 9.0 km; Nearest large: 20.3 km; Within 30 km: 4; Source: OurAirports; quality: high,,6.8,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,6.8,high,Nearest toxic release source: Site nr 1212 at 6.8 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,2.79,Wojskowa Komenda Uzupełnień w Chorzowie,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.17,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 22:47:27.052935+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Czeczott power station,a6b51b4f-ba1d-49cd-bc99-8898acdbeb78,1.69,Goczałkowice,small_airport,0.84,7,high,"Nearest: Goczałkowice (small_airport) at 1.7 km; Nearest large: 57.4 km; Nearest medium: 85.1 km; Within 30 km: 7; Violations: A1, A3; Source: OurAirports; quality: high",,20.2,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,20.2,high,Nearest toxic release source: Site nr 2251 at 20.2 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,4.14,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.38,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 22:52:34.865766+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Czestochowa CHP power station,b789a244-7d29-4be3-afe4-2f45d7f11eab,10.87,Częstochowa-Rudniki Airport,small_airport,5.44,4,high,Nearest: Częstochowa-Rudniki Airport (small_airport) at 10.9 km; Nearest large: 35.7 km; Nearest medium: 84.2 km; Within 30 km: 4; Source: OurAirports; quality: high,,7.75,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,7.75,high,Nearest toxic release source: Site nr 2627 at 7.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,4.79,Ruiny budynków,18,high,"Nearest military: Ruiny budynków (barracks), 4.8 km [A5]. Total features within 25 km: 18. Source: OSM Overpass [FIX-04 military]",0.09,mast,167,medium,"Nearest transmitter: mast, 0.1 km. Total within 25 km: 167. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 22:52:58.556054+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Dolna Odra power station,558e7bff-5b5d-4666-9ca3-ec02f2269aab,23.12,Szczecin-Dąbie Airfield,small_airport,11.56,3,high,Nearest: Szczecin-Dąbie Airfield (small_airport) at 23.1 km; Nearest large: 50.9 km; Nearest medium: 77.5 km; Within 30 km: 3; Source: OurAirports; quality: high,,14.84,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,14.84,high,Nearest toxic release source: Site nr 5279 at 14.8 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,4.43,Übungsplatz Freiwillige Feuerwehr Gartz,47,high,"Nearest military: Übungsplatz Freiwillige Feuerwehr Gartz (training_area), 4.4 km [A5]. Total features within 25 km: 47. Source: OSM Overpass [FIX-04 military]",0.12,communication,222,medium,"Nearest transmitter: communication, 0.1 km. Total within 25 km: 222. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:33:53.898804+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Gdansk-2 power station,e9a1ae49-ff79-462c-af4e-7c6843221d36,11.34,Gdańsk Lech Wałęsa Airport,large_airport,5.67,4,high,Nearest: Gdańsk Lech Wałęsa Airport (large_airport) at 11.3 km; Nearest large: 11.3 km; Nearest medium: 50.6 km; Within 30 km: 4; Violations: A4; Source: OurAirports; quality: high,6.53,6.53,high,Nearest chemical/petrochemical: Site nr 23 at 6.5 km; (SEVESO upper tier); Within 5 km: 0; Within 10 km: 2; Source: EEA E-PRTR; quality: high,9.39,high,Nearest toxic release source: Site nr 655 at 9.4 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,6.53,,high,Nearest flammable storage: Site nr 23 at 6.5 km; Within 2 km: 0; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,,0.95,,87,high,"Nearest military: unnamed (bunker), 1.0 km [A6]. Total features within 25 km: 87. Source: OSM Overpass [FIX-04 military]",0.37,communication,281,medium,"Nearest transmitter: communication, 0.4 km. Total within 25 km: 281. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 22:56:35.702440+00:00,fix04_20260417_183150,api,merge_phase2_20260421
PL,Gdynia-3 power station,ad7a9c00-0c75-411f-8f89-859e603df1e6,3.75,Oksywie Air Base / Gdynia-Kosakowo Airfield,small_airport,1.88,5,high,"Nearest: Oksywie Air Base / Gdynia-Kosakowo Airfield (small_airport) at 3.8 km; Nearest large: 19.6 km; Nearest medium: 48.6 km; Within 30 km: 5; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,0.31,Rejonowy Zarząd Infrastruktury w Gdyni,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.0,antenna,252,medium,"Nearest transmitter: antenna, 0.0 km. Total within 25 km: 252. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 22:59:13.213989+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Gliwice Works power station,416aab55-6fd9-4a0a-b8f8-796fb62d86a5,6.34,Gliwice-Trynek Airfield,small_airport,3.17,3,high,Nearest: Gliwice-Trynek Airfield (small_airport) at 6.3 km; Nearest large: 36.7 km; Within 30 km: 3; Source: OurAirports; quality: high,,12.66,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,12.66,high,Nearest toxic release source: Site nr 1417 at 12.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,2.24,"Jednostka Wojskowa AGAT im. gen. dyw. Stefana Roweckiego ""GROTA"", 131 Batalion Lekkiej Piechoty",121,high,"Nearest military: Jednostka Wojskowa AGAT im. gen. dyw. Stefana Roweckiego ""GROTA"", 131 Batalion Lekkiej Piechoty (military), 2.2 km [A5]. Total features within 25 km: 121. Source: OSM Overpass [FIX-04 military]",1.38,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:00:44.666446+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Gorzow power station,40650551-0c9c-45ea-bac6-befdb0cb5909,2.64,Gorzów Wielkopolski Hospital Helipad,heliport,1.71,7,high,"Nearest: Gorzów Wielkopolski Hospital Helipad (heliport) at 2.6 km; Nearest large: 96.0 km; Nearest medium: 76.9 km; Within 30 km: 7; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,1.44,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.05,communication,116,medium,"Nearest transmitter: communication, 0.1 km. Total within 25 km: 116. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:02:12.867150+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Gubin Power Project,917008f5-fba1-4ef7-b82d-9aded2b69267,4.77,Lotnisko Sportowe Gubin,small_airport,2.38,3,high,Nearest: Lotnisko Sportowe Gubin (small_airport) at 4.8 km; Nearest large: 95.4 km; Nearest medium: 66.9 km; Within 30 km: 3; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,21.4,Bunker der ehem. Bereitschaftspolizei,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],1.27,communication,101,medium,"Nearest transmitter: communication, 1.3 km. Total within 25 km: 101. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:05:41.200325+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Halemba power station,29479c3f-8db8-4f62-90e8-59ad6739f90b,12.94,Katowice-Muchowiec Airfield,small_airport,6.47,4,high,Nearest: Katowice-Muchowiec Airfield (small_airport) at 12.9 km; Nearest large: 31.6 km; Within 30 km: 4; Source: OurAirports; quality: high,,8.28,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,8.28,high,Nearest toxic release source: Site nr 1417 at 8.3 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,2.12,"Strzelnica wojskowa ?, na mapach od 1970 do 2004",177,high,"Nearest military: Strzelnica wojskowa ?, na mapach od 1970 do 2004 (range), 2.1 km [A5]. Total features within 25 km: 177. Source: OSM Overpass [FIX-04 military]",0.18,mast,480,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 480. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:04:51.254953+00:00,fix04_20260417_183150,api,merge_phase2_20260421
PL,Jaworzno power station,c4d7f628-c108-4496-ac02-6076ea3ae448,14.1,Katowice-Muchowiec Airfield,small_airport,7.05,3,high,Nearest: Katowice-Muchowiec Airfield (small_airport) at 14.1 km; Nearest large: 31.0 km; Within 30 km: 3; Source: OurAirports; quality: high,14.85,14.71,high,Nearest chemical/petrochemical: Site nr 4173 at 14.8 km; (SEVESO upper tier); Within 5 km: 0; Within 10 km: 0; Source: EEA E-PRTR; quality: high,14.71,high,Nearest toxic release source: Site nr 1212 at 14.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,14.85,,high,Nearest flammable storage: Site nr 4173 at 14.8 km; Within 2 km: 0; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,,2.46,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.37,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:08:14.725337+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Katowice PKE power station,399668d6-bfed-4e5b-bf38-9ee5902101c3,5.48,Katowice-Muchowiec Airfield,small_airport,2.74,5,high,Nearest: Katowice-Muchowiec Airfield (small_airport) at 5.5 km; Nearest large: 21.2 km; Within 30 km: 5; Source: OurAirports; quality: high,,0.95,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,0.95,high,Nearest toxic release source: Site nr 1212 at 0.9 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,6.01,,426,medium,"Nearest military: unnamed (military), 6.0 km [A5]. Total features within 25 km: 426. Source: OSM Overpass [FIX-04 military]",0.49,mast,516,medium,"Nearest transmitter: mast, 0.5 km. Total within 25 km: 516. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:34:45.886153+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Kedzierzyn CCS Project,239ea0eb-a9c4-43cc-ac5f-35271bdc6613,15.85,Kuźnia Raciborska Firefighting Airstrip,small_airport,7.93,3,high,Nearest: Kuźnia Raciborska Firefighting Airstrip (small_airport) at 15.9 km; Nearest large: 62.2 km; Within 30 km: 3; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,4.63,Schron przeciwlotniczy,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.1,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:16:53.406440+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Konin power station,c39819ef-6798-4c01-9a82-9eead65b5f56,8.19,Kazimierz Biskupi Airfield,small_airport,4.09,1,high,Nearest: Kazimierz Biskupi Airfield (small_airport) at 8.2 km; Nearest large: 99.3 km; Nearest medium: 30.3 km; Within 30 km: 1; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,11.56,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.38,communication,123,medium,"Nearest transmitter: communication, 0.4 km. Total within 25 km: 123. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:20:10.174899+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Kozienice power station,4411a22e-4e8a-4715-b000-1aae34494b68,24.08,Deblin Military Air Base,medium_airport,12.04,2,high,Nearest: Deblin Military Air Base (medium_airport) at 24.1 km; Nearest large: 76.1 km; Nearest medium: 24.1 km; Within 30 km: 2; Source: OurAirports; quality: high,,2.08,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,2.08,high,Nearest toxic release source: Site nr 3952 at 2.1 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,15.46,3 Regionalna Baza Logistyczna – Skład Życzyn,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],1.08,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:27:24.668395+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Krakow-Leg power station,409dde58-5df1-44d9-b5ec-f8e2edd86786,0.87,Kraków-Łęg Heliport,heliport,0.87,5,high,Nearest: Kraków-Łęg Heliport (heliport) at 0.9 km; Nearest large: 16.0 km; Within 30 km: 5; Violations: A1; Source: OurAirports; quality: high,,3.67,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,3.67,high,Nearest toxic release source: Site nr 3229 at 3.7 km; Within 5 km: 2; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,2.37,Jednostka wojskowa,84,high,"Nearest military: Jednostka wojskowa (barracks), 2.4 km [A5]. Total features within 25 km: 84. Source: OSM Overpass [FIX-04 military]",0.26,mast,465,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 465. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:35:02.541494+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Lagisza power station,27fc89b3-ee57-44ac-8073-a700bc8d12e8,14.69,Katowice Wojciech Korfanty International Airport,large_airport,7.34,4,high,Nearest: Katowice Wojciech Korfanty International Airport (large_airport) at 14.7 km; Nearest large: 14.7 km; Within 30 km: 4; Violations: A4; Source: OurAirports; quality: high,,8.62,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,8.62,high,Nearest toxic release source: Site nr 1212 at 8.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.62,,413,high,"Nearest military: unnamed (bunker), 3.6 km [A6]. Total features within 25 km: 413. Source: OSM Overpass [FIX-04 military]",0.27,mast,471,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 471. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:35:51.094728+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Laziska power station,de6735bd-7a79-43c8-baad-1fe23d50d6f0,16.96,Rybnik-Gotartowice Glider Field,small_airport,8.48,7,high,Nearest: Rybnik-Gotartowice Glider Field (small_airport) at 17.0 km; Nearest large: 41.5 km; Within 30 km: 7; Source: OurAirports; quality: high,,12.69,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,12.69,high,Nearest toxic release source: Site nr 2251 at 12.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.52,,70,high,"Nearest military: unnamed (bunker), 1.5 km [A6]. Total features within 25 km: 70. Source: OSM Overpass [FIX-04 military]",,,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 07:38:48.394868+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Leczna Power Station (Bogdanka SA),0b187a1d-55de-47cf-96a3-06abc8ff2476,11.51,Lotnisko Nadrybie,small_airport,5.75,3,high,Nearest: Lotnisko Nadrybie (small_airport) at 11.5 km; Nearest large: 13.5 km; Nearest medium: 74.0 km; Within 30 km: 3; Violations: A4; Source: OurAirports; quality: high,,17.1,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,17.1,high,Nearest toxic release source: Site nr 3828 at 17.1 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,11.5,Skład Materiałów Wybuchowych,13,medium,"Nearest military: Skład Materiałów Wybuchowych (military), 11.5 km [A5]. Total features within 25 km: 13. Source: OSM Overpass [FIX-04 military]",0.37,lighting,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:36:24.095092+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Leczna Power Station (Enea),ebc0f461-acfa-47da-8094-5b15ea3e25a0,11.48,Lotnisko Nadrybie,small_airport,5.74,3,high,Nearest: Lotnisko Nadrybie (small_airport) at 11.5 km; Nearest large: 13.6 km; Nearest medium: 74.2 km; Within 30 km: 3; Violations: A4; Source: OurAirports; quality: high,,17.22,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,17.22,high,Nearest toxic release source: Site nr 3828 at 17.2 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,11.4,Skład Materiałów Wybuchowych,13,medium,"Nearest military: Skład Materiałów Wybuchowych (military), 11.4 km [A5]. Total features within 25 km: 13. Source: OSM Overpass [FIX-04 military]",0.49,lighting,155,medium,"Nearest transmitter: lighting, 0.5 km. Total within 25 km: 155. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:43:47.860215+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Legnica Power Station,187b4fd7-6a61-4e94-8ed4-495ac6dfc317,17.17,Podgórze Airstrip,small_airport,8.59,4,high,Nearest: Podgórze Airstrip (small_airport) at 17.2 km; Nearest large: 52.0 km; Nearest medium: 85.6 km; Within 30 km: 4; Source: OurAirports; quality: high,,21.38,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,21.38,high,Nearest toxic release source: Site nr 449 at 21.4 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,0.71,,18,high,"Nearest military: unnamed (bunker), 0.7 km [A6]. Total features within 25 km: 18. Source: OSM Overpass [FIX-04 military]",0.72,communication,169,medium,"Nearest transmitter: communication, 0.7 km. Total within 25 km: 169. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:46:43.399910+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Lodz-2 power station,29a58981-aaf7-4450-ad41-49dd6d786168,4.14,Łódź Władysław Reymont Airport,large_airport,2.07,5,high,Nearest: Łódź Władysław Reymont Airport (large_airport) at 4.1 km; Nearest large: 4.1 km; Nearest medium: 28.2 km; Within 30 km: 5; Violations: A4; Source: OurAirports; quality: high,,11.55,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,11.55,high,Nearest toxic release source: Site nr 4276 at 11.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,2.56,,18,high,"Nearest military: unnamed (military), 2.6 km [A5]. Total features within 25 km: 18. Source: OSM Overpass [FIX-04 military]",0.88,portal,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-17 23:53:52.421207+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Lodz-3 power station,8dd8db4c-b62d-4f6b-a2ee-70a9ed785e7a,8.64,Łódź Władysław Reymont Airport,large_airport,4.32,5,high,Nearest: Łódź Władysław Reymont Airport (large_airport) at 8.6 km; Nearest large: 8.6 km; Nearest medium: 29.8 km; Within 30 km: 5; Violations: A4; Source: OurAirports; quality: high,,5.04,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,5.04,high,Nearest toxic release source: Site nr 4276 at 5.0 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.39,Black Raven,18,high,"Nearest military: Black Raven (range), 3.4 km [A5]. Total features within 25 km: 18. Source: OSM Overpass [FIX-04 military]",1.04,communication,246,medium,"Nearest transmitter: communication, 1.0 km. Total within 25 km: 246. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:39:41.112819+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Lodz-4 power station,ef2ee2ae-e73e-490c-aa07-746543fe20e6,10.1,Łódź Władysław Reymont Airport,large_airport,5.05,5,high,Nearest: Łódź Władysław Reymont Airport (large_airport) at 10.1 km; Nearest large: 10.1 km; Nearest medium: 32.9 km; Within 30 km: 5; Violations: A4; Source: OurAirports; quality: high,,14.69,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,14.69,high,Nearest toxic release source: Site nr 4276 at 14.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,5.5,3,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.34,mast,254,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 254. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-17 23:57:51.579850+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Lublin Power Station,d60b377c-9bb4-4fd5-adb7-a9a9ba98ae76,9.79,Świdnik Airfield,small_airport,4.9,3,high,Nearest: Świdnik Airfield (small_airport) at 9.8 km; Nearest large: 11.6 km; Nearest medium: 59.6 km; Within 30 km: 3; Violations: A4; Source: OurAirports; quality: high,,14.42,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,14.42,high,Nearest toxic release source: Site nr 3831 at 14.4 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.24,19 Brygada Zmechanizowana,19,high,"Nearest military: 19 Brygada Zmechanizowana (barracks), 1.2 km [A5]. Total features within 25 km: 19. Source: OSM Overpass [FIX-04 military]",0.57,tower,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 00:00:14.785399+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Miechowice power station,c42c5942-264d-43a1-a9eb-95b00480eb1a,14.98,Gliwice-Trynek Airfield,small_airport,7.49,3,high,Nearest: Gliwice-Trynek Airfield (small_airport) at 15.0 km; Nearest large: 22.0 km; Within 30 km: 3; Source: OurAirports; quality: high,,6.13,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,6.13,high,Nearest toxic release source: Site nr 1417 at 6.1 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.72,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.21,mast,455,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 455. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:02:50.205280+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Murcki-Staszic power station,5a57ae0a-6f91-46f4-a1f5-56a6b37596e9,6.68,Katowice-Muchowiec Airfield,small_airport,3.34,6,high,Nearest: Katowice-Muchowiec Airfield (small_airport) at 6.7 km; Nearest large: 33.3 km; Within 30 km: 6; Source: OurAirports; quality: high,,13.06,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,13.06,high,Nearest toxic release source: Site nr 1212 at 13.1 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.84,Dawne stanowisko radaru FuMG-62 Würzburg,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.18,mast,482,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 482. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:06:18.866991+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Opalenie power station,52db4dae-b014-45a4-96c4-49f80c1fdd11,5.99,Gniewskie Pole Airfield,small_airport,3.0,6,high,Nearest: Gniewskie Pole Airfield (small_airport) at 6.0 km; Nearest large: 74.4 km; Nearest medium: 37.7 km; Within 30 km: 6; Source: OurAirports; quality: high,,19.56,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,19.56,high,Nearest toxic release source: Site nr 4338 at 19.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,17.5,,13,medium,"Nearest military: unnamed (bunker), 17.5 km [A6]. Total features within 25 km: 13. Source: OSM Overpass [FIX-04 military]",3.91,communication,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 00:10:40.283889+00:00,fix04_20260417_182300,api,merge_phase2_20260421
