run_id,site_id,smr_key,scope_country_code,band,top5pct_hit_rate,top10pct_hit_rate,top30pct_hit_rate,scenarios_total,scenarios_scored,created_at,site_name,country_code
p16_20260425T141705_5037b797,29836b52-a882-4921-95a7-6417e636d9a2,nuscale_voygr6,RO,D,0.0,0.1333,0.9333,15,15,2026-04-25 14:18:55.333388+00:00,Braila power station,RO
p16_20260425T141705_5037b797,323cdbf0-c4a8-467a-af76-e2e3df0b537f,nuscale_voygr6,RO,D,0.0,0.0,0.6667,15,15,2026-04-25 14:18:55.333388+00:00,Braila power station,RO
p16_20260425T141705_5037b797,c3790475-3d3b-4e2b-92ae-24503fe03e6b,nuscale_voygr6,RO,G,0.0,0.0,0.2667,15,15,2026-04-25 14:18:55.333389+00:00,Romag Termo power station,RO
p16_20260425T141705_5037b797,5a33e5f0-6d86-4eab-adea-6c6bad7f3f45,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333391+00:00,Arad power station,RO
p16_20260425T141705_5037b797,dac2a974-a2de-46c5-b581-03985a9ae7d0,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333392+00:00,Bacau CHP power station,RO
p16_20260425T141705_5037b797,3bef37a3-239e-498d-a160-77452a6a9b79,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333391+00:00,Bucharest North East power station,RO
p16_20260425T141705_5037b797,aff5ffe6-fe7a-4de7-afad-9d4645a64cd9,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333392+00:00,Doicesti power station,RO
p16_20260425T141705_5037b797,18ecb024-ee4f-4045-8254-5e95d61dea8c,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333390+00:00,FPCU Feldioara,RO
p16_20260425T141705_5037b797,6aed2eac-1c97-40c5-b842-fb15fd510f35,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333391+00:00,Giurgiu power station,RO
p16_20260425T141705_5037b797,825dc024-9a53-4237-bf59-cbe0af0cf87d,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333392+00:00,Govora power station,RO
p16_20260425T141705_5037b797,1d8be6d0-f3a5-4b32-9d46-3526289731f8,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333390+00:00,Iasi-2 power station,RO
p16_20260425T141705_5037b797,e073b3f8-4312-4d34-b322-6289a3121af1,nuscale_voygr6,RO,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.333390+00:00,Isalnita power station,RO
p16_20260425T141705_5037b797,52a7babe-313f-493b-86b9-bd0c4aece4c3,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333391+00:00,Mintia-Deva power station,RO
p16_20260425T141705_5037b797,9825e28e-fd6e-460d-9caf-0342563f9060,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333392+00:00,Paroseni power station,RO
p16_20260425T141705_5037b797,958e4d82-853a-41f1-a442-94b4c4314221,nuscale_voygr6,RO,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.333389+00:00,Rovinari power station,RO
p16_20260425T141705_5037b797,d498ded8-449c-4672-8bb9-0ed6c8fef775,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333392+00:00,Slatina power station,RO
p16_20260425T141705_5037b797,693d9b73-f9fc-4502-9b94-be020c5d21fb,nuscale_voygr6,RO,H,0.0,0.0,0.1333,15,14,2026-04-25 14:18:55.333389+00:00,Suceava power station,RO
p16_20260425T141705_5037b797,e43af28e-a3d3-4047-a9cf-f3b0990754b4,nuscale_voygr6,RO,H,0.0,0.0,0.0,15,14,2026-04-25 14:18:55.333393+00:00,Târgu Jiu Thermal Plant,RO
